"Zone";"Date";"Region";"Prov";"nMortal";"nGraveInj";"nMinorInj";"nInv";"nPedest";"nBikes";"nMotor";"Vel";"Escaped";"Weather";"TrafficInf";"WeatherInf";"LightInf";"VisionInf";"Intersect";"Surface";"DayGroup";"HourGroup";"AccType"
"Road";2018-07-24;"Baix Penedes";"Tarragona";1;0;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Rollover"
"Road";2018-09-02;"Segria";"Lleida";0;2;0;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-04-05;"Baix Llobregat";"Barcelona";0;1;1;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2018-08-16;"Valles Oriental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2018-07-21;"Barcelones";"Barcelona";0;1;0;2;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-02-03;"Valles Occidental";"Barcelona";0;1;1;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Urban";2018-01-28;"Selva";"Girona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"VehicleHitObstacle"
"Road";2018-02-24;"Ripolles";"Girona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Road";2018-11-10;"Osona";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-05-27;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-03-03;"Baix Llobregat";"Barcelona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Rollover"
"Urban";2018-11-22;"Maresme";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-10-25;"Anoia";"Barcelona";0;1;0;2;0;1;1;"60";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-04-23;"Selva";"Girona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"NARoadExit"
"Road";2018-09-19;"Baix Llobregat";"Barcelona";0;2;0;2;0;0;2;"80";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-09-14;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-08-13;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-07-02;"Valles Occidental";"Barcelona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"NARoadExit"
"Urban";2018-04-25;"Valles Oriental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2018-04-15;"Valles Oriental";"Barcelona";2;0;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Wet";"Weekend";"Morning";"NARoadExit"
"Urban";2018-03-06;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2018-05-22;"Bages";"Barcelona";0;1;0;1;0;1;0;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Other"
"Road";2018-10-15;"Alta Ribagorca";"Lleida";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-12-21;"Segria";"Lleida";1;0;0;1;0;0;1;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Road";2018-06-11;"Anoia";"Barcelona";1;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"NARoadExit"
"Road";2018-10-21;"Garraf";"Barcelona";0;2;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-05-12;"Barcelones";"Barcelona";1;0;0;1;0;0;1;"UnknownVel";"No";"StrongRain";"No";"Yes";"No";"UnknownVisionInf";"InSection";"Wet";"Weekend";"Night";"VehicleHitObstacle"
"Urban";2018-07-06;"Osona";"Barcelona";1;0;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Other"
"Road";2018-01-30;"Selva";"Girona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Other"
"Road";2018-02-22;"Selva";"Girona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-08-02;"Alt Penedes";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"UnknownEscaped";"Good";"No";"No";"No";"Yes";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2018-03-22;"Segarra";"Lleida";0;1;2;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-08-09;"Tarragones";"Tarragona";0;1;0;2;0;0;2;"100";"No";"WeakRain";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Urban";2018-11-30;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-02-15;"Osona";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2018-04-12;"Baix Emporda";"Girona";1;0;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-10-22;"Bages";"Barcelona";0;1;0;2;0;1;1;"50";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-12-02;"Valles Occidental";"Barcelona";0;1;0;3;1;0;2;"80";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"RunOver"
"Road";2018-10-24;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-11-01;"Barcelones";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-12-01;"Bergueda";"Barcelona";0;4;0;2;0;0;2;"60";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-04-26;"Tarragones";"Tarragona";0;1;0;2;0;0;2;"50";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-08-06;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Rollover"
"Urban";2018-09-25;"Barcelones";"Barcelona";0;1;1;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2018-01-15;"Moianes";"Barcelona";0;2;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-05-11;"Barcelones";"Barcelona";0;1;1;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-10-30;"Valles Occidental";"Barcelona";0;1;0;3;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-01-18;"Tarragones";"Tarragona";0;2;2;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-09-15;"Moianes";"Barcelona";0;1;0;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-02-17;"Anoia";"Barcelona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"Yes";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Urban";2018-07-21;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Urban";2018-05-21;"Valles Occidental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-12-05;"Alt Penedes";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"UnknownEscaped";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2018-12-05;"Segarra";"Lleida";0;2;1;4;0;0;4;"70";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-02-07;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"Yes";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-04-20;"Alt Camp";"Tarragona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Other"
"Road";2018-02-04;"Baix Penedes";"Tarragona";3;0;3;3;0;0;3;"70";"No";"StrongRain";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Road";2018-12-30;"Alt Emporda";"Girona";0;3;0;4;0;0;4;"60";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-10-25;"Garraf";"Barcelona";0;1;0;3;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Other"
"Road";2018-09-15;"Baix Camp";"Tarragona";0;2;2;2;0;0;2;"100";"No";"StrongRain";"No";"Yes";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-09-21;"Selva";"Girona";0;2;0;3;0;0;3;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-07-24;"Valles Occidental";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"Yes";"Arriving";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-04-03;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"30";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-05-20;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Rollover"
"Urban";2018-09-04;"Girones";"Girona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"Rollover"
"Urban";2018-04-17;"Barcelones";"Barcelona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Urban";2018-05-30;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-08-22;"Segria";"Lleida";0;1;0;2;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Icy";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-01-23;"Maresme";"Barcelona";1;0;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"NARoadExit"
"Road";2018-02-21;"Baix Llobregat";"Barcelona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"VehicleHitObstacle"
"Urban";2018-05-22;"Alt Emporda";"Girona";0;1;2;3;0;0;3;"30";"No";"Good";"Yes";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-06-20;"Barcelones";"Barcelona";0;1;2;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-04-01;"Segria";"Lleida";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"Yes";"Inside";"Dry&Clean";"Weekend";"Night";"RunOver"
"Urban";2018-04-18;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"10";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2018-07-20;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-01-16;"Alt Emporda";"Girona";1;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-08-26;"Garrigues";"Lleida";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Urban";2018-07-23;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"30";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Road";2018-10-04;"Baix Emporda";"Girona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-10-09;"Anoia";"Barcelona";0;1;0;2;1;0;1;"50";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2018-06-08;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2018-04-30;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"80";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Road";2018-08-22;"Noguera";"Lleida";1;0;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Icy";"Weekday";"Morning";"NARoadExit"
"Urban";2018-09-29;"Tarragones";"Tarragona";1;0;1;2;1;0;1;"40";"No";"Good";"No";"No";"Yes";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"RunOver"
"Road";2018-08-26;"Tarragones";"Tarragona";1;0;1;2;1;0;1;"120";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"RunOver"
"Urban";2018-10-08;"Valles Occidental";"Barcelona";0;1;0;2;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-09-18;"Alt Emporda";"Girona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Other"
"Urban";2018-05-06;"Baix Emporda";"Girona";0;1;0;2;0;0;2;"40";"No";"WeakRain";"No";"No";"No";"No";"Inside";"Wet";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-09-15;"Cerdanya";"Lleida";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Wet";"Weekend";"Afternoon";"NARoadExit"
"Urban";2018-11-02;"Girones";"Girona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2018-09-16;"Tarragones";"Tarragona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Rollover"
"Urban";2018-02-26;"Valles Oriental";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Snow";"No";"No";"No";"UnknownVisionInf";"Inside";"Wet";"Weekday";"Afternoon";"RunOver"
"Road";2018-09-22;"Anoia";"Barcelona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Other"
"Road";2018-09-05;"Baix Camp";"Tarragona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"NARoadExit"
"Road";2018-06-24;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"Yes";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Other"
"Urban";2018-08-16;"Valles Occidental";"Barcelona";0;1;0;3;1;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2018-09-18;"Girones";"Girona";0;1;0;1;0;0;1;"100";"No";"WeakRain";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"NARoadExit"
"Urban";2018-09-22;"Barcelones";"Barcelona";0;1;0;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Road";2018-12-02;"Alt Camp";"Tarragona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-02-05;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"WeakRain";"No";"No";"No";"No";"Inside";"Wet";"Weekday";"Morning";"RunOver"
"Road";2018-01-21;"Anoia";"Barcelona";0;1;3;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-08-21;"Valles Occidental";"Barcelona";0;1;0;3;0;0;3;"50";"No";"Good";"Yes";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-07-08;"Baix Llobregat";"Barcelona";0;1;0;1;0;0;0;"30";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Road";2018-10-03;"Valles Oriental";"Barcelona";0;1;0;1;0;0;1;"40";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Other"
"Road";2018-12-19;"Valles Occidental";"Barcelona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"VehicleHitObstacle"
"Road";2018-03-02;"Segria";"Lleida";1;0;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-03-21;"Anoia";"Barcelona";0;1;0;2;1;0;1;"50";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2018-01-02;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2018-01-21;"Maresme";"Barcelona";0;1;1;1;0;0;0;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Urban";2018-02-16;"Barcelones";"Barcelona";0;1;1;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2018-09-15;"Valles Occidental";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2018-11-20;"Noguera";"Lleida";0;1;3;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-07-07;"Valles Oriental";"Barcelona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-02-18;"Valles Oriental";"Barcelona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"NARoadExit"
"Urban";2018-06-28;"Baix Llobregat";"Barcelona";0;1;0;1;0;0;1;"20";"No";"Good";"No";"No";"No";"No";"InSection";"Wet";"Weekday";"Afternoon";"Rollover"
"Road";2018-02-08;"Alt Penedes";"Barcelona";0;1;3;4;0;0;4;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-01-25;"Alt Emporda";"Girona";0;1;0;3;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Night";"RunOver"
"Road";2018-05-05;"Pallars Jussa";"Lleida";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Wet";"Weekend";"Morning";"Rollover"
"Road";2018-07-19;"Valles Occidental";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Road";2018-07-31;"Girones";"Girona";0;1;0;4;0;0;0;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-01-14;"Girones";"Girona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekend";"Morning";"Other"
"Urban";2018-12-16;"Girones";"Girona";1;0;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"VehicleHitObstacle"
"Road";2018-03-27;"Bages";"Barcelona";1;0;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2018-06-09;"Alt Emporda";"Girona";0;1;0;2;1;0;1;"20";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Urban";2018-01-04;"Valles Occidental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2018-10-17;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2018-02-17;"Noguera";"Lleida";0;4;0;1;0;0;1;"30";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Urban";2018-03-13;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2018-01-21;"Selva";"Girona";1;0;0;1;0;0;1;"60";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Urban";2018-04-19;"Maresme";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2019-09-20;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2019-12-20;"Valles Occidental";"Barcelona";1;0;0;2;1;0;1;"UnknownVel";"No";"StrongRain";"No";"No";"No";"No";"InSection";"Wet";"Weekend";"Night";"RunOver"
"Road";2019-02-14;"Tarragones";"Tarragona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2019-08-04;"Tarragones";"Tarragona";0;4;1;2;0;0;2;"80";"No";"Good";"No";"No";"No";"Yes";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Urban";2019-04-23;"Garraf";"Barcelona";0;1;0;2;1;1;0;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2019-08-28;"Barcelones";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
