zona,dat,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,VEHICLES_MOTOR,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_CLIMATOLOGIA,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_SUPERFICIE,grupDiaLab,grupHor,tipAcc
Carretera,24/08/2020,Alt Emporda,Girona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Zona urbana,14/04/2020,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,19/07/2020,Osona,Barcelona,0,1,1,2,0,0,2,999,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,14/11/2020,Tarragones,Tarragona,0,1,0,1,0,0,1,20,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,26/08/2020,Alt Emporda,Girona,0,1,0,2,0,0,2,80,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,07/05/2020,Valles Oriental,Barcelona,1,0,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,17/10/2020,Baix Camp,Tarragona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,18/09/2020,Moianès,Barcelona,0,1,1,2,0,0,2,100,No,Pluja forta,No,Si,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,31/08/2020,Barcelones,Barcelona,0,1,1,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,19/12/2020,Baix Penedes,Tarragona,0,1,0,2,1,0,1,40,Si,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,25/12/2020,Baix Llobregat,Barcelona,0,2,3,2,0,0,2,60,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,21/01/2020,Garrotxa,Girona,0,1,0,2,1,0,1,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,21/02/2020,Tarragones,Tarragona,0,1,4,4,0,0,4,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Altres
Carretera,07/03/2020,Selva,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Altres
Zona urbana,16/02/2020,Valles Oriental,Barcelona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,19/05/2020,Tarragones,Tarragona,1,0,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Zona urbana,04/01/2020,Barcelones,Barcelona,0,1,0,2,0,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,29/02/2020,Tarragones,Tarragona,3,0,0,1,0,0,1,80,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Sortida de la calcada sense especificar
Carretera,14/03/2020,Tarragones,Tarragona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,11/01/2020,Montsia,Tarragona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,03/02/2020,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,28/01/2020,Maresme,Barcelona,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,10/07/2020,Garraf,Barcelona,1,0,0,2,0,0,2,30,No,Bon temps,No,No,No,Si,En secció,Inundat,Feiners,Tarda,Altres
Carretera,23/10/2020,Alt Penedes,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Carretera,27/11/2020,Garrigues,Lleida,0,2,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,05/03/2020,Moianès,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Carretera,21/04/2020,Conca de Barbera,Tarragona,1,0,0,1,0,0,1,80,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Carretera,04/11/2020,Baix Llobregat,Barcelona,0,1,2,2,0,0,2,60,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,07/09/2020,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,17/09/2020,Valles Occidental,Barcelona,0,1,0,1,0,0,1,40,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,12/05/2020,Montsia,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,15/06/2020,Maresme,Barcelona,0,1,0,1,0,1,0,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,10/08/2020,Valles Oriental,Barcelona,0,1,0,3,0,0,3,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,02/08/2020,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,19/07/2020,Baix Emporda,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Carretera,12/09/2020,Girones,Girona,0,1,0,1,0,1,0,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Altres
Carretera,13/06/2020,Solsones,Lleida,0,1,3,3,0,0,3,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,05/05/2020,Girones,Girona,1,0,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,08/09/2020,Baix Camp,Tarragona,0,1,0,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,12/09/2020,Valles Occidental,Barcelona,0,1,3,5,2,0,3,80,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,21/11/2020,Noguera,Lleida,0,1,0,2,1,0,1,100,Si,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,28/10/2020,Baix Penedes,Tarragona,0,1,0,2,1,0,1,40,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Carretera,23/02/2020,Solsones,Lleida,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,06/06/2020,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,06/08/2020,Baix Llobregat,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Carretera,03/10/2020,Barcelones,Barcelona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,02/09/2020,Girones,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,07/10/2020,Baix Llobregat,Barcelona,0,1,1,2,0,0,2,50,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,30/09/2020,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,05/12/2020,Valles Occidental,Barcelona,0,1,0,1,0,1,0,20,No,Bon temps,No,No,No,No,En secció,Relliscós,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,15/12/2020,Baix Camp,Tarragona,1,0,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Carretera,13/11/2020,Maresme,Barcelona,0,1,0,2,0,1,1,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,28/01/2020,Valles Oriental,Barcelona,1,0,2,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,09/02/2020,Garrotxa,Girona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,12/02/2020,Baix Llobregat,Barcelona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,07/03/2020,Maresme,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,01/01/2020,Alt Penedes,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Carretera,07/03/2020,Barcelones,Barcelona,0,1,0,1,0,0,1,60,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,25/01/2020,Baix Llobregat,Barcelona,3,0,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,19/05/2020,Baix Emporda,Girona,1,0,0,1,0,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Sortida de la calcada sense especificar
Zona urbana,24/02/2020,Barcelones,Barcelona,0,1,1,3,0,0,3,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,03/03/2020,Tarragones,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,30/10/2020,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Atropellament
Zona urbana,21/10/2020,Alt Emporda,Girona,0,1,0,2,0,0,2,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,21/07/2020,Noguera,Lleida,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Zona urbana,15/11/2020,Valles Oriental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,05/12/2020,Tarragones,Tarragona,0,2,2,1,0,0,1,30,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,25/08/2020,Barcelones,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,07/09/2020,Girones,Girona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,13/09/2020,Valles Occidental,Barcelona,0,1,4,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,24/05/2020,Baix Llobregat,Barcelona,0,2,0,2,0,2,0,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Relliscós,CapDeSetmana,Matí,Bolcada a la calcada
Carretera,06/04/2020,Tarragones,Tarragona,0,1,0,2,1,0,1,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Atropellament
Zona urbana,14/02/2020,Valles Oriental,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,19/06/2020,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Carretera,02/07/2020,Valles Occidental,Barcelona,0,1,0,2,0,0,2,60,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,24/07/2020,Barcelones,Barcelona,0,1,0,1,0,0,0,NA,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Matí,Bolcada a la calcada
Zona urbana,06/06/2020,Tarragones,Tarragona,0,1,0,2,0,1,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Carretera,27/08/2020,Barcelones,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Altres
Zona urbana,22/09/2020,Urgell,Lleida,0,1,0,2,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,03/07/2020,Valles Oriental,Barcelona,1,0,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Sortida de la calcada sense especificar
Zona urbana,29/08/2020,Baix Camp,Tarragona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,31/07/2020,Valles Oriental,Barcelona,1,0,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,21/06/2020,Garrigues,Lleida,0,1,2,1,0,0,1,70,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,24/12/2020,Cerdanya,Lleida,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Carretera,16/11/2020,Valles Occidental,Barcelona,0,1,0,3,0,0,3,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,23/07/2020,Maresme,Barcelona,0,1,0,2,1,0,1,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,25/10/2020,Baix Emporda,Girona,0,1,0,4,0,2,2,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Altres
Zona urbana,05/08/2020,Baix Emporda,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,24/07/2020,Selva,Girona,1,0,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,01/09/2020,Maresme,Barcelona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Nit,Bolcada a la calcada
Carretera,12/10/2020,Pla de l'Estany,Girona,1,0,4,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,30/12/2020,Pla de l'Estany,Girona,0,2,4,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Zona urbana,16/12/2020,Maresme,Barcelona,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Carretera,22/02/2020,Baix Penedes,Tarragona,0,1,0,2,0,0,2,80,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Altres
Zona urbana,26/01/2020,Alt Camp,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,18/01/2020,Baix Llobregat,Barcelona,1,0,0,1,0,0,1,40,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Sortida de la calcada sense especificar
Zona urbana,01/01/2020,Barcelones,Barcelona,1,0,0,2,1,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,02/03/2020,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,13/02/2020,Barcelones,Barcelona,0,2,1,1,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,16/02/2020,Moianès,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Altres
Zona urbana,17/01/2020,Barcelones,Barcelona,0,2,1,3,0,0,3,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,11/02/2020,Ripolles,Girona,1,0,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Sortida de la calcada sense especificar
Zona urbana,01/10/2020,Valles Occidental,Barcelona,0,1,0,1,0,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,19/10/2020,Alt Penedes,Barcelona,0,1,0,2,0,0,2,30,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,03/07/2020,Valles Occidental,Barcelona,0,1,2,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,01/10/2020,Girones,Girona,0,1,0,1,0,0,0,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Zona urbana,13/05/2020,Bergueda,Barcelona,0,1,0,2,1,0,1,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Carretera,17/06/2020,Valles Occidental,Barcelona,0,1,0,2,0,1,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Zona urbana,08/12/2020,Urgell,Lleida,0,1,1,2,0,0,2,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,23/02/2020,Selva,Girona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Zona urbana,15/09/2020,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Zona urbana,22/09/2020,Bages,Barcelona,0,1,0,1,0,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,29/05/2020,Baix Llobregat,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Atropellament
Carretera,26/06/2020,Alt Penedes,Barcelona,1,1,4,5,0,0,5,80,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,05/07/2020,Selva,Girona,0,1,1,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,07/07/2020,Valles Occidental,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Zona urbana,08/03/2020,Valles Oriental,Barcelona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Carretera,20/08/2020,Valles Oriental,Barcelona,0,1,0,2,0,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,18/12/2020,Garrotxa,Girona,0,1,0,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,10/12/2020,Baix Llobregat,Barcelona,0,2,0,2,0,0,2,30,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,18/12/2020,Valles Occidental,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,Si,No,Si,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,23/11/2020,Conca de Barbera,Tarragona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Zona urbana,15/09/2020,Barcelones,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,01/10/2020,Girones,Girona,1,0,0,2,0,0,2,40,Si,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Carretera,15/11/2020,Bergueda,Barcelona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,14/09/2020,Girones,Girona,0,1,0,2,0,0,2,40,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,13/12/2020,Osona,Barcelona,0,1,1,2,0,1,1,100,No,Bon temps,No,No,No,No,En secció,Mullat,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,14/08/2020,Selva,Girona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,14/10/2020,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,29/01/2020,Baix Ebre,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,18/01/2020,Barcelones,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,14/01/2020,Barcelones,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,08/03/2020,Baix Penedes,Tarragona,1,0,2,2,0,0,2,70,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Altres
Carretera,18/02/2020,Alt Penedes,Barcelona,1,0,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,13/03/2020,Valles Occidental,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Altres
Carretera,15/01/2020,Baix Llobregat,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,06/03/2020,Barcelones,Barcelona,0,1,1,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,29/02/2020,Barcelones,Barcelona,0,1,1,2,1,0,1,30,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Atropellament
Zona urbana,05/02/2020,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,04/01/2020,Baix Ebre,Tarragona,0,2,0,4,2,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,05/03/2020,Osona,Barcelona,0,1,1,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,31/08/2020,Valles Oriental,Barcelona,0,1,0,5,0,0,5,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,26/05/2020,Baix Camp,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Carretera,28/06/2020,Osona,Girona,0,1,0,1,0,1,0,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,13/08/2020,Pla d'Urgell,Lleida,0,1,1,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Sortida de la calcada sense especificar
Carretera,22/09/2020,Alt Camp,Tarragona,0,1,1,2,0,0,2,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
