zona,dat,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,VEHICLES_MOTOR,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_CLIMATOLOGIA,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_SUPERFICIE,grupDiaLab,grupHor,tipAcc
Carretera,11/05/2013,Girones,Girona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Altres
Zona urbana,04/11/2013,Maresme,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Carretera,11/07/2013,Garraf,Barcelona,0,1,2,2,0,0,2,60,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,22/09/2013,Alt Camp,Tarragona,0,1,1,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,29/03/2013,Tarragones,Tarragona,0,1,2,1,0,0,1,40,No,Pluja dèbil,No,Si,Si,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,06/02/2013,Baix Penedes,Tarragona,0,1,0,2,1,0,1,40,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Carretera,11/07/2013,Valles Occidental,Barcelona,0,1,0,1,0,0,1,80,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,04/11/2013,Segria,Lleida,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,20/11/2013,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,11/07/2013,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,13/07/2013,Alt Emporda,Girona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Carretera,30/03/2013,Maresme,Barcelona,0,1,0,2,1,0,0,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,11/07/2013,Bages,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,15/08/2013,Cerdanya,Girona,0,1,0,3,1,0,2,90,Si,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,22/02/2013,Barcelones,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,03/05/2013,Barcelones,Barcelona,0,1,0,2,1,0,0,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,11/10/2013,Baix Camp,Tarragona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Carretera,06/12/2013,Alt Camp,Tarragona,0,1,0,2,0,1,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,18/12/2013,Barcelones,Barcelona,1,0,0,2,0,0,2,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,05/04/2013,Garrotxa,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,13/08/2013,Barcelones,Barcelona,0,1,1,4,3,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,28/10/2013,Valles Oriental,Barcelona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,09/12/2013,Maresme,Barcelona,0,1,1,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,10/12/2013,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,13/03/2013,Tarragones,Tarragona,0,1,0,2,0,0,2,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,06/09/2013,Segria,Lleida,1,1,3,6,4,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,01/08/2013,Anoia,Barcelona,1,0,0,1,0,0,1,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Carretera,27/07/2014,Solsones,Lleida,0,1,1,2,0,0,2,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,30/11/2014,Baix Llobregat,Barcelona,0,1,1,2,0,0,2,80,No,Pluja forta,No,Si,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,05/08/2014,Girones,Girona,0,1,0,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Carretera,06/09/2014,Bergueda,Barcelona,0,1,1,2,0,0,2,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,13/11/2014,Barcelones,Barcelona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,11/08/2014,Selva,Girona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Carretera,15/12/2014,Tarragones,Tarragona,1,1,1,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,21/08/2014,Selva,Girona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,15/03/2014,Valles Occidental,Barcelona,0,1,4,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,24/06/2014,Segria,Lleida,0,1,3,2,0,0,2,100,No,Pluja forta,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,12/05/2014,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Carretera,12/11/2014,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Bolcada a la calcada
Carretera,05/10/2014,Noguera,Lleida,0,1,0,1,0,0,0,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Altres
Carretera,12/10/2014,Barcelones,Barcelona,0,1,0,1,0,0,1,80,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,21/09/2014,Valles Oriental,Barcelona,0,2,0,3,0,0,3,80,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Carretera,21/09/2014,Segarra,Lleida,0,1,1,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,15/05/2014,Valles Occidental,Barcelona,0,1,0,1,0,1,0,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Zona urbana,26/11/2014,Baix Ebre,Tarragona,1,0,0,3,2,0,1,100,No,Bon temps,No,No,No,Si,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Atropellament
Carretera,25/07/2014,Alt Camp,Tarragona,0,1,1,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Carretera,31/05/2014,Tarragones,Tarragona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Bolcada a la calcada
Zona urbana,30/10/2014,Maresme,Barcelona,0,2,0,3,0,2,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,13/06/2014,Maresme,Barcelona,0,1,0,2,0,0,2,999,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Altres
Zona urbana,10/11/2014,Barcelones,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,02/04/2014,Bages,Barcelona,0,1,1,6,5,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Zona urbana,23/11/2014,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,05/05/2014,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,03/11/2014,Alt Emporda,Girona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Carretera,15/04/2014,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,18/10/2014,Alt Emporda,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,05/07/2014,Valles Occidental,Barcelona,0,2,1,4,2,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Atropellament
Carretera,28/09/2014,Baix Emporda,Girona,1,0,0,1,1,0,0,80,Si,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Atropellament
Carretera,09/08/2014,Valles Oriental,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,24/10/2014,Valles Occidental,Barcelona,1,1,0,1,0,0,1,60,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Carretera,07/11/2014,Anoia,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Sortida de la calcada sense especificar
Zona urbana,20/06/2014,Tarragones,Tarragona,0,1,1,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,26/10/2014,Solsones,Lleida,0,1,0,1,0,0,0,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Altres
Zona urbana,07/05/2014,Valles Oriental,Barcelona,1,0,0,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,21/08/2014,Selva,Girona,0,1,0,1,0,0,1,100,Si,Pluja forta,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,12/12/2014,Baix Llobregat,Barcelona,0,1,0,2,1,0,0,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,18/08/2014,Baix Llobregat,Barcelona,1,0,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Carretera,21/10/2014,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,25/10/2014,Maresme,Barcelona,0,2,0,2,0,0,2,999,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,20/09/2014,Baix Ebre,Tarragona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,26/02/2014,Segria,Lleida,0,2,0,3,2,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,18/02/2014,Segria,Lleida,0,1,1,2,1,0,1,100,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,09/11/2014,Segria,Lleida,0,1,0,3,0,0,3,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Carretera,23/12/2014,Baix Llobregat,Barcelona,2,1,1,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,26/04/2014,Tarragones,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,13/02/2014,Barcelones,Barcelona,0,1,1,3,1,0,2,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,14/06/2014,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Carretera,18/11/2014,Alt Penedes,Barcelona,1,0,0,2,1,0,1,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,Feiners,Nit,Atropellament
Carretera,16/04/2014,Selva,Girona,0,1,2,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,28/06/2014,Valles Occidental,Barcelona,0,1,2,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,21/03/2014,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,Si,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Carretera,03/11/2014,Baix Penedes,Tarragona,0,1,0,4,0,0,3,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,29/07/2014,Baix Camp,Tarragona,1,0,0,2,0,0,2,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,12/09/2014,Barcelones,Barcelona,1,0,0,2,1,0,1,80,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,22/12/2014,Baix Emporda,Girona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,10/08/2014,Alt Camp,Tarragona,0,1,0,2,0,1,0,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Altres
Carretera,23/11/2014,Baix Llobregat,Barcelona,0,1,2,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,06/08/2014,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,08/12/2014,Barcelones,Barcelona,0,1,1,2,0,1,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,09/12/2014,Pla de l'Estany,Girona,1,0,1,2,0,0,2,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,17/07/2014,Girones,Girona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,18/05/2014,Noguera,Lleida,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,17/04/2014,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,26/06/2014,Barcelones,Barcelona,0,1,1,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Carretera,05/02/2014,Solsones,Lleida,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Zona urbana,13/03/2014,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,24/10/2014,Valles Occidental,Barcelona,0,1,0,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,23/10/2014,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,03/05/2014,Baix Llobregat,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,06/05/2014,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,22/09/2014,Barcelones,Barcelona,1,0,3,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,24/08/2014,Solsones,Lleida,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Altres
Carretera,07/12/2014,Maresme,Barcelona,0,1,0,2,0,0,2,999,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,08/03/2014,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Atropellament
Carretera,28/03/2014,Anoia,Barcelona,1,0,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,13/11/2014,Baix Llobregat,Barcelona,0,1,1,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,13/05/2014,Valles Occidental,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,25/04/2014,Valles Occidental,Barcelona,0,1,0,1,0,0,1,40,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Carretera,13/07/2014,Alt Emporda,Girona,0,1,4,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,10/09/2014,Garraf,Barcelona,0,1,0,1,0,0,1,40,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Altres
Carretera,02/11/2014,Baix Llobregat,Barcelona,0,1,1,7,0,6,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,24/11/2014,Barcelones,Barcelona,0,1,2,6,0,0,6,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,24/11/2014,Valles Occidental,Barcelona,0,1,0,2,0,1,1,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,16/12/2014,Bages,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,22/12/2014,Tarragones,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,Si,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,31/05/2014,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,20/04/2014,Valles Occidental,Barcelona,0,1,4,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,26/09/2014,Pallars Sobira,Lleida,0,1,0,1,0,0,1,70,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Carretera,14/02/2014,Baix Llobregat,Barcelona,0,1,7,7,0,0,7,60,No,Bon temps,Si,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,01/04/2014,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,03/02/2014,Valles Occidental,Barcelona,1,0,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,15/06/2014,Baix Llobregat,Barcelona,0,4,3,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Altres
Zona urbana,13/12/2014,Baix Llobregat,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Altres
Zona urbana,15/10/2014,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,Si,No,No,Si,En secció,Sec i net,Feiners,Nit,Atropellament
Zona urbana,23/10/2014,Pla de l'Estany,Girona,0,1,0,2,0,1,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,13/04/2014,Alt Penedes,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,14/03/2014,Osona,Barcelona,0,2,0,2,0,0,2,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,22/11/2014,Baix Camp,Tarragona,0,1,1,1,0,0,1,70,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,02/02/2014,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,13/06/2014,Girones,Girona,1,0,0,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,20/11/2014,Bergueda,Barcelona,0,1,0,2,0,0,2,60,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,08/07/2014,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,30/01/2014,Ribera d'Ebre,Tarragona,0,1,1,1,0,0,1,100,No,Bon temps,No,Si,No,No,En secció,Sec i net,Feiners,Matí,Altres
Carretera,25/06/2014,Bergueda,Barcelona,0,1,0,2,0,0,2,60,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,17/06/2014,Bages,Barcelona,0,1,0,2,1,0,1,100,No,Pluja dèbil,No,No,No,No,Dintre intersecció,Mullat,Feiners,Tarda,Atropellament
Zona urbana,10/11/2014,Baix Camp,Tarragona,0,1,0,2,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Mullat,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,23/04/2014,Baix Camp,Tarragona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,06/02/2014,Barcelones,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,30/08/2014,Valles Occidental,Barcelona,0,2,2,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,25/08/2014,Valles Occidental,Barcelona,0,2,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Altres
Zona urbana,27/03/2014,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,05/08/2014,Valles Occidental,Barcelona,0,1,0,1,0,0,1,30,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,06/01/2014,Val d'Aran,Lleida,0,1,0,2,1,0,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,01/11/2014,Valles Occidental,Barcelona,1,0,0,1,0,0,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Carretera,18/04/2014,Bages,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,10/05/2014,Anoia,Barcelona,1,0,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,13/09/2014,Barcelones,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
